"","date","Composite.index","Indicator.3.days","Indicator.7.days","Indicator.21.days"
"931",2009-12-02,0.565343019836504,-0.990251083147737,-0.123853564407783,-0.0991705870063978
"932",2009-12-03,0.559405500803986,-0.310227750175372,-1.45123456063512,0.0117902123612794
"933",2009-12-04,0.620183893869278,0.235116539301847,-0.456075290107929,-0.0346848502138291
"934",2009-12-07,0.637416615123815,0.175969243704547,-1.49003144882704,0.0255313492751585
"935",2009-12-08,0.596549784907808,0.0779012006961066,-0.19355524582744,0.117351800815871
"936",2009-12-09,0.530344128351854,-0.263575015753864,-0.291727654930881,0.216107529098437
"937",2009-12-10,0.547379705419763,0.0558504929992187,-0.0799227969091464,0.0186892040835538
"938",2009-12-11,0.539331583918654,0.00965433290694954,-0.00134755512723323,-0.00628214638946239
"939",2009-12-14,0.60378613622869,-0.302346574830669,0.0882687804240329,0.0116450722829699
"940",2009-12-15,0.570805073477747,0.0856409754291455,-0.222299952869554,-0.383460086891666
"941",2009-12-16,0.5484813935215,0.0279899914881034,-0.0445735802992953,0.0106895667674374
"942",2009-12-17,0.460195588063367,0.0263999217588856,0.15930469036408,0.376689302238564
"943",2009-12-18,0.384596590850499,0.0456811014927636,0.0459493564763139,0.130050348167233
"944",2009-12-21,0.395126409759731,0.374409732130305,-0.000946581044871634,0.0375586237643417
"945",2009-12-22,0.311108196106221,-0.0600248650521935,0.0981253740204659,0.0336797551715411
"946",2009-12-23,0.338082159523483,0.0147675072930878,0.0257685621668712,-1.01945544353596
"947",2009-12-24,0.430426815882751,0.406584479301613,0.6341559936366,-0.206080768688609
"948",2009-12-25,0.416441175349124,-0.731159352446196,0.0315088020849432,-1.22525802707447
"949",2009-12-28,0.471444403417944,0.00669545639268341,-0.271841613808082,-0.0944232969450499
"950",2009-12-29,0.498093658763115,-0.146970054978338,-0.424879663283795,-0.76354324796135
"951",2009-12-30,0.557051367281327,-0.0542995145838086,0.0407617787831975,-0.0614946416787563
"952",2009-12-31,0.57391299359633,0.0651517824783422,-0.463809033626092,0.0151489956734739
"953",2010-01-04,0.535203152716356,0.160642089282142,0.0984440367076214,0.0296073664743284
"954",2010-01-05,0.579757738893966,-0.131143722802661,-0.055968613068035,-0.0186371955554936
"955",2010-01-06,0.547333318552321,0.0679764353018389,0.00278918042041657,-0.0397429819428884
"956",2010-01-07,0.476083090162099,0.278946911406526,0.23861916686675,0.28597796279626
"957",2010-01-08,0.479817232991143,-0.0494007316218345,0.0492269178416206,-0.113644681315736
